objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
8715684	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1080.73	200	1312.88	0.707107	0	0.707106	0		$|
8715685	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1080.73	200	1308.88	0.707107	0	0.707106	0		$|
8715686	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1080.73	200	1316.88	0.707107	0	0.707106	0		$|
8715687	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1048.73	200	1324.88	0.707107	0	0.707106	0		$|
8715688	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1048.73	200	1320.88	0.707107	0	0.707106	0		$|
8715689	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1048.73	200	1312.88	0.707107	0	0.707106	0		$|
8715690	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1048.73	200	1308.88	0.707107	0	0.707106	0		$|
8715691	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1048.73	200	1316.88	0.707107	0	0.707106	0		$|
8715692	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1060.73	200	1324.88	1.84E-06	0	1	0		$|
8715693	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1052.73	200	1324.88	1.84E-06	0	1	0		$|
8715694	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1056.73	200	1324.88	1.84E-06	0	1	0		$|
8715695	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1076.73	200	1324.88	-3.48E-07	0	1	0		$|
8715696	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1068.73	200	1324.88	-3.48E-07	0	1	0		$|
8715697	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1072.73	200	1324.88	-3.48E-07	0	1	0		$|
8715698	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1064.73	200	1324.88	0.707107	0	0.707106	0		$|
8715699	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1060.73	200	1308.88	4.71E-06	0	1	0		$|
8715700	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1052.73	200	1308.88	4.71E-06	0	1	0		$|
8715701	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1056.73	200	1308.88	4.71E-06	0	1	0		$|
8715702	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1076.73	200	1308.88	-3.48E-07	0	1	0		$|
8715703	0	object/static/structure/military/military_column_weak_imperial_style_01.iff	0	1064.73	200	1308.88	0.707107	0	0.707106	0		$|
8715704	0	object/static/installation/mockup_mining_ore_harvester_style_2.iff	0	1033.498	200	1335.45	0.382684	0	0.923879	0		$|
8715705	0	object/static/structure/tatooine/antenna_tatt_style_2.iff	0	1087	200	1203	1	0	0	0		$|
8715706	0	object/static/structure/tatooine/antenna_tatt_style_2.iff	0	1067	200	1203	1	0	0	0		$|
8715707	0	object/static/installation/mockup_mining_ore_harvester_style_1.iff	0	1008.451	200	1160.972	0.707107	0	0.707107	0		$|
8715708	0	object/static/structure/tatooine/debris_tatt_pipe_narrow_2.iff	0	1078.899	200	1310.64	0.99875	0	-0.0499792	0		$|
8715709	0	object/static/structure/tatooine/debris_tatt_pipe_narrow_1.iff	0	1086.559	200	1313.81	1	0	0	0		$|
8715710	0	object/static/structure/tatooine/debris_tatt_pipe_dual_unconnected.iff	0	1077.924	200	1310.52	1	0	0	0		$|
8715711	0	object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	0	1079.621	200.6957	1322.18	-0.551535	0	0.834152	0		$|
8715712	0	object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	0	1079.504	200	1323.13	0.997784	0	-0.066543	0		$|
8715713	0	object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	0	1079.697	200.3162	1321.52	-0.645632	0.378538	0.57772	-0.325742		$|
8715714	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	1079.609	200	1322.02	-0.019203	0	0.999816	0		$|
8715715	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	1050.633	200	1310.62	1	0	0	0		$|
8715716	0	object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	0	1051.679	200	1310.53	1	0	0	0		$|
8715717	0	object/static/structure/general/tankfarm_s01.iff	0	1075.242	200.0844	1297.87	1	0	0	0		$|
8715718	0	object/static/structure/general/prp_junk_s3.iff	0	999.0089	200	1175.643	1	0	0	0		$|
8715719	0	object/static/structure/general/prp_junk_s4.iff	0	986.6759	200	1188.466	1	0	0	0		$|
8715720	0	object/static/structure/general/prp_junk_s5.iff	0	1013.4619	200	1219.068	1	0	0	0		$|
8715721	0	object/static/structure/general/prp_junk_s6.iff	0	989.6497	200.9229	1187.785	1	0	0	0		$|
8715722	0	object/static/structure/general/prp_junk_s8.iff	0	1013.4457	200	1219.069	1	0	0	0		$|
8715723	0	object/static/structure/general/prp_junk_s7.iff	0	992.0651	200	1171.649	0.921061	0	-0.389418	0		$|
8715724	0	object/static/installation/mockup_power_generator_photo_bio_style_1.iff	0	1136.343	200	1264.05	1	0	0	0		$|
8715725	0	object/static/installation/mockup_factory_item_style_1.iff	0	1037	200	1291	1	0	0	0		$|
8715726	0	object/static/installation/mockup_factory_item_style_1.iff	0	1029	200	1300	0.707107	0	-0.707106	0		$|
8715727	0	object/static/installation/mockup_factory_clothing_style_1.iff	0	1016	200	1188	1	0	0	0		$|
8715728	0	object/static/installation/mockup_factory_clothing_style_1.iff	0	1031	200	1188	1	0	0	0		$|
8715729	0	object/building/military/military_base_shed_imperial_style_01.iff	0	1092.629	200	1147.653	0.707107	0	-0.707106	0		$|
8715730	8715729	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
8715731	8715729	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
8715732	8715729	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
8715733	8715729	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
8715734	8715729	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
8715735	8715729	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
8715737	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1107	200	1318	1.25E-06	0	1	0		$|
8715738	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1107	200	1286	1	0	0	0		$|
8715739	0	object/static/structure/corellia/corl_imprv_gate_sm_s03.iff	0	1119	200	1286	1	0	0	0		$|
8715740	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	1099	200	1286	1	0	0	0		$|
8715741	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1131	200	1286	1	0	0	0		$|
8715742	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	1139	200	1286	1	0	0	0		$|
8715743	0	object/static/structure/corellia/corl_imprv_wall_4x32_s03.iff	0	1139	200	1302	0.707107	0	0.707106	0		$|
8715744	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	1139	200	1318	1	0	0	0		$|
8715745	0	object/static/structure/corellia/corl_imprv_wall_4x32_s03.iff	0	1099	200	1302	0.707107	0	0.707106	0		$|
8715746	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	1099	199.8982	1318	1	0	0	0		$|
8715747	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1131	200	1318	1	0	0	0		$|
8715748	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1123	200	1310	0.707107	0	0.707106	0		$|
8715749	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1115	200	1310	0.707107	0	0.707106	0		$|
8715750	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1131	200	1310	0.707107	0	0.707106	0		$|
8715751	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1107	200	1310	0.707107	0	0.707106	0		$|
8715752	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	1131	200	1318	1	0	0	0		$|
8715753	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	1107	200	1318	1	0	0	0		$|
8715754	0	object/static/structure/corellia/corl_imprv_gate_sm_s03.iff	0	1135	200	1302	-3.2E-08	0	1	0		$|
8715755	0	object/static/structure/corellia/corl_imprv_gate_sm_s03.iff	0	1127	200	1302	-3.2E-08	0	1	0		$|
8715756	0	object/static/structure/corellia/corl_imprv_gate_sm_s03.iff	0	1103	200	1302	-3.2E-08	0	1	0		$|
8715757	0	object/static/structure/corellia/corl_imprv_gate_sm_s03.iff	0	1111	200	1302	-3.2E-08	0	1	0		$|
8715758	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	1115	200	1302	0.707107	0	0.707106	0		$|
8715759	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	1123	200	1302	0.707107	0	0.707106	0		$|
8715760	0	object/static/structure/corellia/corl_imprv_gate_sm_s03.iff	0	1119	200	1318	-3.2E-08	0	1	0		$|
8715761	0	object/tangible/terminal/terminal_mission_imperial.iff	0	1067.757	200	1340.27	0.707107	0	-0.707106	0		$|
8715762	0	object/tangible/terminal/terminal_mission_imperial.iff	0	982.2549	200	1268.77	3.2E-08	0	1	0		$|
8715763	0	object/tangible/terminal/terminal_mission_imperial.iff	0	1085.363	200	1144.325	0.707107	0	-0.707106	0		$|
8715764	0	object/tangible/dungeon/corellian_corvette/corvette_search_rebel_destroy_01.iff	0	1103.721	200	1287.21	1	0	0	0		$|
8715765	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1191.997	200	1241.35	0.707107	0	-0.707106	0		$|
8715766	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1192.009	200	1226.75	0.707107	0	-0.707106	0		$|
8715767	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1137.558	200	1287.51	1	0	0	0		$|
8715768	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1100.682	200	1287.44	1	0	0	0		$|
8715769	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1046.8645	200	1352.59	1	0	0	0		$|
8715770	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1064.025	200	1352.6	1	0	0	0		$|
8715771	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	961.91	200	1249.83	0.707107	0	-0.707106	0		$|
8715772	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	961.9734	200	1264.13	0.707107	0	-0.707106	0		$|
8715773	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1071.916	200	1126.567	1	0	0	0		$|
8715774	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1087.883	200	1126.671	1	0	0	0		$|
8715775	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1135.963	200	1198.894	1	0	0	0		$|
8715776	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1110.062	200	1198.925	1	0	0	0		$|
8715777	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1037.4967	200	1232	1	0	0	0		$|
8715778	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1037.4739	200	1258.18	1	0	0	0		$|
8715779	0	object/static/structure/general/streetlamp_small_green_style_01.iff	0	1136.441	200	1266.07	1	0	0	0		$|
8715780	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1119.013	200	1318.9	0.703845	0.710353	0	0		$|
8715781	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1005.5155	200	1296.94	0.272395	0.27336	0.659626	-0.644956		$|
8715782	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1013.2559	200	1304.69	-0.255633	-0.27494	-0.645289	0.665329		$|
8715783	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1006.962	200	1257.97	1	0	0	0		$|
8715784	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1006.9098	200	1232.01	1	0	0	0		$|
8715785	0	object/static/structure/general/streetlamp_small_blue_style_01.iff	0	991.9272	200	1201.628	1	0	0	0		$|
8715786	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1058.791	200	1159.131	0.699921	0.713921	-0.0121922	0.0166785		$|
8715787	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1047.793	200	1159.146	0.700053	0.714007	-0.00505237	0.00967862		$|
8715788	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1093.99	200	1236.41	0.00579633	0	0	0.999983		$|
8715789	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1109.998	200	1168.513	1	0	0	0		$|
8715790	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1136.009	200	1168.409	1	0	0	0		$|
8715791	0	object/static/structure/general/streetlamp_small_blue_style_02.iff	0	977.2255	200	1298.79	1	0	0	0		$|
8715792	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1075.19	200	1295.95	0.714421	0.699716	0	0		$|
8715793	0	object/static/structure/general/banner_imperial_style_01.iff	0	1082	200	1205	1	0	0	0		$|
8715794	0	object/tangible/terminal/terminal_mission_imperial.iff	0	1148.1	200	1219.516	0.707107	0	0.707106	0		$|
8715795	0	object/tangible/terminal/terminal_mission_imperial.iff	0	1148.103	200	1222.639	0.707107	0	0.707106	0		$|
8715796	0	object/static/structure/general/banner_imperial_style_01.iff	0	1072	200	1205	1	0	0	0		$|
8715797	0	object/building/military/military_base_police_station_imperial_lok_otto.iff	0	1076.98	200	1236.47	0	0	1	0	theme_park.lok.imperial_base	$|
8715798	8715797	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
8715799	8715797	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
8715800	8715797	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
8715801	8715797	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
8715802	8715797	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
8715803	8715797	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
8715804	8715797	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
8715805	8715797	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
8715806	8715797	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
8715807	8715797	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
8715808	8715797	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
8715809	8715797	object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
8715810	0	object/building/military/military_base_shed_imperial_barracks_s01.iff	0	1168.45	200	1213.83	1	0	0	0		$|
8715811	8715810	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
8715812	8715810	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
8715813	8715810	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
8715814	8715810	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
8715815	8715810	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
8715816	8715810	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
8715817	0	object/building/military/small_imperial_cloning_facility.iff	0	1151	200	1293	-3.2E-08	0	1	0	structure.municipal.cloning_facility:structure.municipal.cloning_base	healing.canhealshock|0|1|$|
8715818	8715817	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
8715819	8715817	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
8715820	8715817	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
8715821	8715817	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
8715822	8715817	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
8715823	8715817	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
8715824	0	object/building/military/military_base_shed_imperial_style_officer_s01.iff	0	1075.05	200	1336.8	-0.707107	0	0.707107	0		$|
8715825	8715824	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
8715826	8715824	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
8715827	8715824	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
8715828	8715824	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
8715829	8715824	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
8715830	8715824	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
8715831	0	object/building/military/military_base_shed_imperial_barracks_s01.iff	0	985.74	200	1276.04	-3.2E-08	0	1	0		$|
8715832	8715831	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
8715833	8715831	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
8715834	8715831	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
8715835	8715831	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
8715836	8715831	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
8715837	8715831	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
8715838	0	object/ship/star_destroyer_heroic.iff	0	987.5	200	1531	0	1	0.707106	0		$|
8715839	0	object/ship/spacestation_stardestroyer_beacon.iff	0	987	200	1531.5	0	1	0.707106	0		$|
